StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,PID,DH1,DH2,DH3,DH4,DH5,PVD1,PVD2,PVD3R,PVD4,PVD5R,PVD6,PVD7,PVD8,PVD9,PVD10,PVD11R,PVD12R,PVD13R,PVD14R,PVD15,DS1,DS2,DS3,DS4,DS5,DS6,DS7,WFD1,WFD2,WFD3,WFD4,WFD5,WFD6,WFD7,WFD8,WFD9,WFD10___rating,WMD1,WMD2,WMD3,WMD4,WMD5,WMD6,WMD7,WMD8,WMD9,WMD10,WFN1,WFN2,WFN3,WFN4,WFN5,WFN6,WFN7,WFN8,WFN9,WFN10,WMN1,WMN2,WMN3,WMN4,WMN5,WMN6,WMN7,WMN8,WMN9,WMN10,A1b___yellow_stuff,A2b_sickface,A3b_Crowded_train,A4b_Yellow_red_towel,A5b_wound,A6b_worms,A7b_mite,O1R,C1,A1,X1,E1,H1,O2,C2,A2R,X2R,E2,H2R,O3,C3R,A3R,X3,E3,H3,O4R,C4R,A4R,X4,E4,H4R,O5,C5R,A5,X5R,E5,H5R,O6R,C6R,A6,X6,E6R,H6,O7,C7,A7,X7,E7R,H7R,O8,C8R,A8,X8R,E8,H8R,O9R,C9,A9,X9R,E9R,H9,O10R,C10R,A10R,X10,E10R,H10R
2019-10-01T13:12:09Z,2019-10-01T14:31:50Z,0,100,4780,1,2019-10-01T14:31:50Z,R_2pPn36gGLxJhA8x,anonymous,EN,211,5,3,4,1,1,5,7,5,6,7,2,1,7,4,7,7,7,6,6,6,8,1,3,7,6,2,1,1,1,3,2,2,2,1,2,3,2,2,2,2,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,5,7,7,4,5,4,2,4,5,5,4,2,4,4,5,5,4,2,1,4,5,1,5,2,1,3,2,4,3,2,3,2,4,5,4,4,5,3,4,5,2,3,5,4,3,4,5,4,2,3,4,4,2,2,2,1,4,4,2,3,2,2,3,4
2019-10-01T13:12:58Z,2019-10-01T14:53:47Z,0,100,6048,1,2019-10-01T14:53:47Z,R_3hsjiHsMoSlErim,anonymous,EN,212,3,2,2,2,1,7,3,7,6,4,2,1,2,5,2,2,5,2,3,2,8,4,5,7,5,4,4,1,1,2,2,3,2,1,2,3,3,2,1,2,1,2,4,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,3,3,3,4,5,7,4,5,3,5,4,1,4,4,3,4,2,5,3,5,4,4,1,2,4,3,1,5,3,1,5,5,3,5,1,3,4,3,2,3,4,1,3,3,5,5,5,1,3,3,3,5,2,2,5,3,1,4,2,1,5,5,2,4,3,2,5
2019-10-01T13:17:00Z,2019-10-01T16:33:34Z,0,100,11793,1,2019-10-01T16:33:35Z,R_3OqU2d5leMAuH8h,anonymous,EN,213,2,1,5,5,4,5,4,6,6,5,5,1,6,3,5,6,7,5,7,1,7,4,5,6,6,7,5,2,3,2,2,5,4,2,1,5,3,3,2,2,2,5,5,5,2,5,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,5,2,1,6,7,7,7,2,1,4,4,2,5,5,4,4,2,4,2,1,5,2,3,3,4,4,1,4,3,1,5,4,2,3,2,4,4,2,2,4,1,4,4,3,5,5,3,3,4,5,1,5,1,1,5,1,3,5,2,2,5,5,2,4,1,2,3
2019-10-01T13:50:49Z,2019-10-01T17:51:48Z,0,100,14459,1,2019-10-01T17:51:48Z,R_3D1qg1e6t3rDPg9,anonymous,EN,215,6,1,1,1,1,7,4,5,3,6,6,3,5,1,5,6,6,6,2,2,4,3,5,4,5,7,6,1,2,3,2,4,3,3,2,3,4,3,1,2,2,3,3,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,6,5,4,5,5,5,4,5,3,2,5,5,3,5,4,3,5,4,4,4,3,3,4,4,4,5,2,3,4,4,4,4,4,4,4,5,4,4,2,3,4,3,4,4,2,2,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,1
2019-10-01T13:17:44Z,2019-10-01T17:54:12Z,0,100,16587,1,2019-10-01T17:54:12Z,R_sbfuVpVRmZm9gYx,anonymous,EN,214,3,2,2,2,5,7,5,6,7,3,1,3,2,2,2,2,4,4,3,4,8,5,5,7,5,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,5,7,3,6,5,3,2,4,3,4,4,4,4,2,5,4,5,4,2,2,5,4,5,2,2,3,4,4,4,2,3,2,4,3,4,3,4,2,4,3,5,4,2,3,4,4,3,2,3,2,4,4,5,4,4,1,5,4,4,3,2,2,5,5
2019-10-01T13:51:44Z,2019-10-01T18:00:39Z,0,100,14935,1,2019-10-01T18:00:40Z,R_1NrXU57NWL0mLHk,anonymous,EN,216,6,2,3,1,2,7,4,3,6,2,1,4,2,3,1,7,3,4,3,2,3,5,5,2,6,6,3,1,2,1,2,2,2,2,1,3,3,2,1,1,2,3,3,3,2,3,1,1,1,2,3,2,1,1,2,1,1,3,2,1,2,2,2,2,2,1,2,5,4,4,6,7,5,5,5,2,3,4,3,4,4,2,2,4,5,4,5,2,4,3,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,5,4,4,4,2,4,2,3,2,4,2,4,5,4,3,4,3,3,5
2019-10-02T10:46:58Z,2019-10-02T11:33:54Z,0,100,2816,1,2019-10-02T11:33:55Z,R_2a7Sqydfvcq1V4J,anonymous,EN,218,4,4,3,3,3,5,2,4,6,6,2,1,2,7,4,6,3,4,4,1,8,6,6,7,6,2,2,1,1,1,4,4,4,2,1,5,4,2,1,2,1,3,5,4,1,4,1,2,1,1,1,3,1,2,1,1,1,2,5,1,2,2,2,4,2,2,3,5,3,1,4,6,2,2,4,5,2,4,4,3,4,5,2,2,5,5,5,4,2,5,4,4,3,1,3,4,1,4,3,2,2,4,2,4,2,5,4,2,5,5,5,5,4,2,4,5,3,4,1,2,5,3,4,1,4,2,4,4,2,2,3,2,1,5
2019-10-01T14:36:31Z,2019-10-02T12:25:32Z,0,100,78541,1,2019-10-02T12:25:33Z,R_28FWPwWLENaiQUs,anonymous,EN,217,2,6,7,7,7,5,6,5,6,6,1,5,2,3,1,2,6,1,4,2,7,4,4,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,7,2,3,4,4,2,4,1,5,5,4,4,2,5,2,5,5,2,1,2,5,4,5,5,2,2,4,5,2,2,2,2,5,5,5,4,3,5,5,5,4,2,2,4,5,4,5,5,2,2,4,5,4,4,2,2,5,4,4,2,2,4,5
2019-10-01T18:00:12Z,2019-10-02T12:25:51Z,0,100,66338,1,2019-10-02T12:25:52Z,R_1lmHM95aYkZ2hzo,anonymous,EN,219,4,5,3,2,6,5,1,5,4,2,1,2,1,1,1,2,1,5,1,1,7,7,3,6,6,2,7,1,1,2,1,1,2,1,1,2,3,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,1,4,7,6,2,2,3,4,2,3,5,4,1,1,2,2,2,5,5,4,1,3,4,4,3,4,1,2,5,5,4,2,2,2,3,4,5,3,2,2,3,4,5,5,2,3,5,2,3,3,1,4,5,4,4,1,1,3,4,4,3,5,3,4,2
2019-10-01T18:00:30Z,2019-10-02T12:26:01Z,0,100,66330,1,2019-10-02T12:26:01Z,R_R2cpBnsJC8e4iqd,anonymous,EN,220,6,2,3,1,1,6,2,4,5,3,2,5,2,2,2,6,2,4,2,2,7,2,5,4,5,5,4,1,2,2,2,3,3,2,3,5,3,3,2,1,1,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,5,6,7,6,5,5,2,4,1,3,4,4,4,5,4,4,5,5,2,4,3,4,4,4,5,4,2,4,5,3,1,4,3,5,5,5,4,4,1,4,5,5,4,3,1,4,5,5,3,4,4,2,4,5,2,4,4,4,5,3,2,2,3,2
2019-10-02T11:36:36Z,2019-10-02T12:27:40Z,0,100,3063,1,2019-10-02T12:27:41Z,R_3qBtOsZj9DP6aeC,anonymous,EN,221,1,7,7,7,7,7,7,4,7,6,6,4,6,6,5,5,6,6,5,5,8,6,6,7,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,4,4,6,7,6,4,4,4,4,4,5,5,4,3,4,2,4,5,5,2,3,2,3,4,4,5,3,2,4,4,2,2,3,3,4,4,4,4,4,2,5,5,5,3,3,2,5,4,4,4,2,3,5,5,3,3,4,3,4,4,3,2,3,2,4
2019-10-02T11:55:47Z,2019-10-02T13:03:43Z,0,100,4076,1,2019-10-02T13:03:44Z,R_10Dvgz1PacRE9ul,anonymous,EN,222,6,5,5,3,1,7,3,1,1,6,3,1,3,7,3,7,5,2,5,1,8,1,3,5,6,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,7,6,7,1,5,5,2,1,2,5,3,4,1,5,1,4,4,2,2,4,2,4,5,5,2,2,5,1,4,2,1,5,3,4,4,3,1,5,5,4,4,4,1,2,2,4,4,4,1,4,5,2,2,5,2,5,3,1,4,4,1,2,4
2019-10-02T12:37:19Z,2019-10-02T13:40:48Z,0,100,3809,1,2019-10-02T13:40:48Z,R_31RaTBL0XIn6ne7,anonymous,EN,223,4,4,1,4,1,5,4,7,7,4,1,3,2,6,1,4,4,5,4,5,8,1,3,7,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,7,4,1,4,4,3,3,1,3,4,4,3,5,3,5,4,3,5,3,3,3,3,4,4,3,1,3,4,4,4,4,3,4,3,4,3,4,3,3,4,5,5,3,1,4,4,4,3,3,3,4,4,4,3,4,3,5,4,3,4,4,3,4
2019-10-02T12:38:05Z,2019-10-02T14:02:10Z,0,100,5044,1,2019-10-02T14:02:10Z,R_2zYZcgiPTqkQ2KF,anonymous,EN,225,1,4,3,5,4,6,5,6,7,5,4,6,4,5,2,7,3,6,5,4,8,2,3,6,4,5,7,1,1,1,1,1,1,3,3,2,1,3,3,2,2,3,4,2,6,5,1,1,1,1,3,2,1,3,5,3,1,4,1,3,1,3,3,2,2,1,1,7,4,2,7,7,7,7,4,1,5,4,2,1,5,2,5,4,1,1,5,5,1,1,2,2,5,1,4,3,2,5,5,1,4,4,4,4,5,4,5,3,2,3,4,5,5,3,2,1,4,2,5,1,4,4,4,5,4,1,3,1,5,1,2,3,3,4
2019-10-02T12:37:39Z,2019-10-02T14:19:49Z,0,100,6130,1,2019-10-02T14:19:50Z,R_DhN7xrBG3rxMhpv,anonymous,EN,224,6,5,3,5,1,7,4,2,7,5,5,3,3,5,2,1,5,3,3,6,8,7,6,5,7,7,7,6,6,6,2,1,5,4,4,1,3,5,6,5,5,1,1,1,3,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,3,7,7,7,7,3,2,1,2,4,4,5,4,4,1,5,1,2,1,1,4,5,1,2,1,2,4,3,5,1,5,2,5,5,3,3,4,4,4,4,2,2,2,2,4,5,1,4,1,4,4,4,4,1,1,4,2,4,5,1,1,1,1,4,2
2019-10-02T15:32:24Z,2019-10-02T15:55:43Z,0,100,1399,1,2019-10-02T15:55:44Z,R_2e3F8xRuUlC6oRm,anonymous,EN,226,1,5,5,6,6,7,5,2,7,6,3,3,3,4,3,5,5,3,4,2,5,5,4,7,5,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,3,3,5,2,5,3,4,5,4,4,2,5,5,4,5,4,3,4,2,4,4,4,2,5,3,3,5,4,3,4,2,4,4,4,3,5,4,4,4,3,3,5,4,4,4,4,2,5,3,5,5,5,2,5,3,5,2,2,5,5,3,3,4,4,4
2019-10-02T13:44:53Z,2019-10-02T16:30:26Z,0,100,9932,1,2019-10-02T16:30:27Z,R_WkZKH5fo1VOU7Ad,anonymous,EN,227,2,4,5,4,5,3,6,3,5,6,6,2,6,5,6,4,6,5,7,3,5,2,2,5,4,7,4,1,2,1,2,2,2,1,1,2,2,1,1,1,2,3,3,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,6,5,2,3,2,3,3,1,4,4,3,2,2,4,3,3,5,3,2,3,2,5,5,4,2,4,4,5,1,5,2,2,4,4,4,4,1,5,3,3,5,3,2,2,4,4,4,4,2,3,4,3,4,4,2,3,4,5,3,4,1,3,2
2019-10-02T16:03:06Z,2019-10-02T17:02:15Z,0,100,3548,1,2019-10-02T17:02:15Z,R_3EaoiwFDhbhleE3,anonymous,EN,228,3,3,2,2,5,3,2,3,4,4,3,2,2,3,3,5,4,3,4,3,6,4,4,4,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,4,7,5,3,5,4,4,4,2,3,5,4,4,5,4,5,5,3,4,3,4,3,4,3,3,4,2,3,5,2,3,4,4,2,5,4,4,3,3,4,3,4,3,4,2,3,3,4,4,3,3,4,3,2,4,3,4,3,4,3,4,3,3,4
2019-10-02T12:38:46Z,2019-10-03T10:38:23Z,0,100,79177,1,2019-10-03T10:38:24Z,R_1eQvrud6mXzzUxo,anonymous,EN,229,6,1,1,1,5,6,2,4,6,2,2,5,2,7,1,2,2,6,2,2,8,6,5,5,6,5,6,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,6,4,3,5,6,2,3,4,4,2,3,2,2,5,4,5,2,4,4,3,4,2,2,3,2,4,4,5,4,1,4,4,4,2,2,3,2,4,4,2,2,4,5,1,4,4,1,3,2,2,4,4,4,4,4,1,2,4,4,4,2,3,4,4,2,4,4
2019-10-03T10:25:24Z,2019-10-03T11:04:55Z,0,100,2371,1,2019-10-03T11:04:56Z,R_2fJXS6B24t30Bmh,anonymous,EN,230,7,2,3,1,1,4,5,3,2,7,1,1,3,7,3,3,6,2,6,3,7,1,2,2,2,2,4,2,2,2,2,3,1,1,2,2,2,2,3,3,2,1,3,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,5,1,5,7,7,5,5,5,3,3,5,5,2,4,4,4,4,5,4,5,4,5,4,5,4,4,3,5,4,3,5,1,4,5,3,4,3,5,3,1,3,3,4,4,3,3,2,4,2,4,2,4,2,3,5,3,2,5,4,2,4,5,5,3,2,3
2019-10-03T11:08:14Z,2019-10-03T12:53:29Z,0,100,6314,1,2019-10-03T12:53:30Z,R_YSVqICsniKbYPDj,anonymous,EN,232,6,4,4,5,1,7,5,2,7,3,4,3,4,2,3,7,5,5,4,5,7,1,5,5,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,7,4,2,6,6,7,5,5,4,5,2,1,1,5,5,5,4,4,4,5,5,1,3,1,4,4,3,2,5,4,4,5,5,4,2,1,5,5,5,4,5,3,5,5,5,1,4,1,4,5,4,2,5,3,5,5,5,5,2,1,5,4,3,1,4,5,5
2019-10-03T10:29:15Z,2019-10-03T12:53:57Z,0,100,8681,1,2019-10-03T12:53:57Z,R_xt0gmLcJP5YEIY9,anonymous,EN,231,6,2,3,2,2,5,5,5,6,7,2,2,5,6,4,3,6,6,5,3,7,3,2,4,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,6,1,1,5,2,3,4,2,4,4,4,2,4,2,4,2,4,2,4,2,2,2,4,4,4,4,2,4,4,4,4,2,3,3,2,2,4,2,3,4,4,2,4,2,2,2,4,3,4,2,3,4,2,2,4,2,2,3,4,3,4,2,2,4
2019-10-03T10:31:08Z,2019-10-03T13:06:59Z,0,100,9350,1,2019-10-03T13:06:59Z,R_8xi06jTuiGXNvTH,anonymous,EN,233,5,4,3,2,1,6,1,4,2,5,1,4,3,7,2,6,5,4,4,3,8,4,4,4,7,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,3,1,2,2,3,2,2,2,4,1,2,2,3,3,4,3,5,3,2,3,6,3,5,6,7,6,5,5,4,3,4,4,3,5,4,1,1,1,5,5,2,2,2,4,3,1,5,3,3,4,2,4,3,3,1,3,5,3,4,1,2,1,3,4,5,5,3,2,4,4,4,4,2,5,2,2,2,4,2,4,4,5,3,3,3,2,2
2019-10-03T12:57:16Z,2019-10-03T16:00:49Z,0,100,11012,1,2019-10-03T16:00:49Z,R_12qVFYv0CLiQJfI,anonymous,EN,234,6,5,6,2,2,6,4,5,7,6,5,2,5,6,5,3,5,6,5,4,8,4,5,5,6,7,7,1,2,2,5,6,1,2,1,7,5,2,2,1,1,5,6,5,2,5,1,1,1,2,4,4,1,1,1,1,1,4,1,5,1,1,1,2,1,1,4,6,6,3,6,7,6,4,3,4,2,2,4,4,3,4,5,1,5,4,4,4,3,3,4,1,4,3,4,3,4,2,4,2,4,4,5,3,3,3,4,4,5,4,4,4,4,3,2,2,4,3,4,2,4,2,3,4,4,4,4,4,4,5,4,3,5,5
2019-10-03T14:57:29Z,2019-10-03T16:47:43Z,0,100,6614,1,2019-10-03T16:47:44Z,R_1QzUdoNwzMTjV4C,anonymous,EN,235,1,4,1,2,7,5,3,1,3,4,4,1,4,1,3,5,5,2,4,1,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,5,4,5,2,2,4,3,2,5,4,4,2,5,4,5,3,1,4,4,4,5,3,2,5,5,5,4,3,2,4,2,2,3,3,2,4,3,3,4,3,1,4,4,4,4,3,2,4,5,4,5,1,1,5,4,3,5,2,2,4
2019-10-03T10:29:49Z,2019-10-03T16:54:09Z,0,100,23060,1,2019-10-03T16:54:10Z,R_20OiqjTBsu5y8L7,anonymous,EN,236,6,1,2,1,1,4,2,5,5,2,1,5,1,1,1,7,5,4,3,4,5,4,3,5,6,7,7,1,3,1,2,3,4,3,2,4,2,3,2,2,3,3,2,2,2,3,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,1,6,4,6,6,7,7,5,5,3,5,2,3,1,5,4,1,2,4,1,5,2,5,4,4,4,5,2,5,3,4,5,5,2,5,2,4,5,4,2,5,3,3,5,4,4,4,4,2,4,4,2,4,2,3,5,5,3,5,1,2,4,5,2,4,2,2,5
