StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,PID,DH1,DH2,DH3,DH4,DH5,PVD1,PVD2,PVD3R,PVD4,PVD5R,PVD6,PVD7,PVD8,PVD9,PVD10,PVD11R,PVD12R,PVD13R,PVD14R,PVD15,DS1,DS2,DS3,DS4,DS5,DS6,DS7,WFD1,WFD2,WFD3,WFD4,WFD5,WFD6,WFD7,WFD8,WFD9,WFD10___rating,WMD1,WMD2,WMD3,WMD4,WMD5,WMD6,WMD7,WMD8,WMD9,WMD10,WFN1,WFN2,WFN3,WFN4,WFN5,WFN6,WFN7,WFN8,WFN9,WFN10,WMN1,WMN2,WMN3,WMN4,WMN5,WMN6,WMN7,WMN8,WMN9,WMN10,A1b___yellow_stuff,A2b_sickface,A3b_Crowded_train,A4b_Yellow_red_towel,A5b_wound,A6b_worms,A7b_mite,O1R,C1,A1,X1,E1,H1,O2,C2,A2R,X2R,E2,H2R,O3,C3R,A3R,X3,E3,H3,O4R,C4R,A4R,X4,E4,H4R,O5,C5R,A5,X5R,E5,H5R,O6R,C6R,A6,X6,E6R,H6,O7,C7,A7,X7,E7R,H7R,O8,C8R,A8,X8R,E8,H8R,O9R,C9,A9,X9R,E9R,H9,O10R,C10R,A10R,X10,E10R,H10R
2019-09-23T13:12:01Z,2019-09-23T13:24:52Z,0,100,771,1,2019-09-23T13:24:53Z,R_vizqN7sgPJfJD0t,anonymous,EN,410,5,4,4,1,1,1,2,1,1,4,2,1,3,1,2,1,3,1,4,1,1,1,2,3,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,4,1,3,1,2,2,5,2,2,5,3,4,1,2,4,3,5,5,5,5,3,4,4,4,4,4,4,5,3,5,2,5,5,5,3,5,2,1,5,4,4,1,4,5,3,5,5,4,5,4,4,5,3,4,2,4,5,2,5,5,1,2,4,5,4,4,4,3,4
2019-09-23T13:39:20Z,2019-09-23T13:51:14Z,0,100,713,1,2019-09-23T13:51:14Z,R_32PeuzzRBwHQVWb,anonymous,EN,413,2,3,4,5,6,7,3,1,7,4,2,4,5,7,3,7,4,3,4,7,8,1,4,7,7,5,7,3,4,4,7,7,4,4,5,7,7,5,5,5,5,6,6,4,4,7,4,3,4,4,3,3,3,3,3,4,3,5,5,6,5,6,5,6,5,4,5,7,6,5,7,7,4,5,3,2,5,3,5,5,3,4,4,1,4,1,4,2,5,4,1,3,3,2,4,4,5,4,2,2,5,1,3,2,2,3,4,1,5,1,4,3,4,1,5,3,3,1,5,1,5,5,3,1,5,1,4,4,5,1,4,1,5,4
2019-09-23T13:43:54Z,2019-09-23T14:01:35Z,0,100,1060,1,2019-09-23T14:01:35Z,R_1MJUuWAklOEjoiU,anonymous,EN,412,4,4,5,2,5,2,4,5,2,6,3,1,5,5,3,2,3,3,5,2,8,6,5,5,7,7,6,2,4,2,3,3,1,2,1,6,3,2,1,2,2,5,5,4,2,3,3,2,1,2,2,1,2,2,2,1,1,4,2,1,3,3,2,3,4,2,2,7,6,5,7,7,7,7,1,4,2,3,1,2,1,4,2,4,5,2,4,2,2,4,4,2,3,4,2,2,2,2,1,2,4,4,2,4,3,2,3,4,1,4,4,2,2,4,4,4,4,4,2,2,2,1,5,5,4,4,3,5,1,1,2,2,2,4
2019-09-23T14:10:04Z,2019-09-23T14:25:41Z,0,100,936,1,2019-09-23T14:25:42Z,R_1gek6ElnJWeEpSH,anonymous,EN,414,6,3,4,2,1,7,4,6,1,4,4,1,4,1,4,1,6,2,7,1,7,3,4,1,2,5,7,1,3,2,3,3,1,3,1,4,4,1,1,1,1,4,5,4,2,5,1,1,1,5,2,2,2,1,3,1,1,3,2,3,3,5,2,2,2,2,2,4,4,1,6,5,4,2,2,4,3,4,1,1,2,3,3,4,4,1,4,3,2,2,3,1,4,4,3,4,2,4,5,3,4,3,4,1,2,3,4,4,4,1,3,3,5,4,1,1,2,3,5,4,1,1,4,2,4,3,2,2,5,4,2,4,3,1
2019-09-23T14:27:24Z,2019-09-23T14:46:29Z,0,100,1144,1,2019-09-23T14:46:29Z,R_1JRy7w4LflQwFfG,anonymous,EN,415,3,2,2,3,3,4,3,2,5,4,3,3,3,3,2,3,4,4,4,2,8,4,5,7,7,6,7,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,5,7,5,7,3,3,2,2,3,4,3,4,4,2,5,4,4,4,2,3,4,3,3,3,3,2,3,5,3,3,3,2,4,3,3,3,3,3,5,3,3,3,3,3,3,2,3,2,2,2,3,5,2,2,3,2,4,4,2,2,3,2,4,4
2019-09-26T10:15:26Z,2019-09-26T10:32:24Z,0,100,1017,1,2019-09-26T10:32:24Z,R_2qsfpapOa3V68cy,anonymous,EN,416,6,2,2,2,1,7,2,1,1,2,2,2,2,2,2,5,2,3,3,2,8,1,2,5,6,2,2,2,2,2,2,3,3,2,2,2,3,3,2,2,2,2,5,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,1,1,2,2,2,1,2,1,2,4,1,5,6,2,2,3,4,2,4,3,2,5,4,2,4,4,4,5,4,1,5,2,4,4,3,1,5,4,2,4,4,2,4,2,2,4,4,3,4,4,1,5,5,2,5,1,5,4,4,2,4,4,2,4,5,2,5,2,2,4,4,1,4,4,4
2019-09-26T10:37:03Z,2019-09-26T10:54:00Z,0,100,1016,1,2019-09-26T10:54:01Z,R_23eQokKRG9jXzkU,anonymous,EN,417,1,6,6,6,7,7,5,2,7,5,2,2,4,2,3,7,5,4,5,4,8,2,7,7,5,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,7,7,7,2,5,4,5,3,4,2,2,4,4,2,5,4,5,4,2,3,2,2,4,2,5,2,3,5,4,2,5,4,2,3,2,4,3,2,4,3,4,4,3,2,2,2,4,2,4,2,2,5,4,2,4,2,4,4,2,4,4,2,4,4
2019-09-26T12:06:49Z,2019-09-26T12:16:41Z,0,100,591,1,2019-09-26T12:16:41Z,R_2AZPHTjXbTX34FM,anonymous,EN,418,5,2,5,2,1,7,5,3,7,3,1,2,2,4,2,5,4,4,3,6,6,6,5,5,6,7,7,2,3,3,3,2,3,3,3,2,5,3,2,3,3,3,3,3,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,3,7,7,5,3,4,2,2,2,2,1,4,3,3,4,5,1,4,4,3,3,2,2,4,3,3,2,1,4,2,2,3,4,3,2,2,3,4,5,1,2,4,3,5,4,1,2,4,2,3,2,4,4,4,2,3,3,4,2,5,2,2,5,4,1
2019-09-26T12:15:08Z,2019-09-26T12:28:00Z,0,100,772,1,2019-09-26T12:28:01Z,R_1M6zX9pkF0kDmVb,anonymous,EN,419,6,5,5,2,1,5,2,1,5,2,1,1,1,2,1,4,7,3,3,1,7,2,3,7,2,4,5,4,5,3,1,3,3,3,3,3,3,3,3,5,3,3,2,2,3,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,7,5,1,6,5,7,6,5,2,5,4,2,2,4,3,5,2,5,5,5,2,2,4,2,2,1,2,5,3,4,5,4,2,3,3,1,2,2,3,4,2,4,2,4,2,5,2,4,2,5,2,4,2,3,5,4,1,4,2,5,5,5,2,4,2,3,5
2019-09-26T12:27:59Z,2019-09-26T12:40:08Z,0,100,728,1,2019-09-26T12:40:09Z,R_3HtpJlZxCBPPWxv,anonymous,EN,420,1,6,4,7,7,4,6,6,6,6,3,3,5,2,6,3,6,4,5,2,7,2,5,4,4,2,5,1,1,1,1,2,1,1,1,2,2,2,1,3,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,6,2,2,6,7,6,2,3,2,3,4,2,3,2,4,2,4,3,5,2,3,4,3,4,4,4,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,2,3,3,4,3,3,3,3,4,4,4,4,3,4,2,3,2,4,3,3,3,2,2,4,4,4
2019-09-26T13:02:09Z,2019-09-26T13:22:37Z,0,100,1227,1,2019-09-26T13:22:37Z,R_3Rl2hfP3GlIhp7l,anonymous,EN,421,3,2,2,6,6,4,3,2,5,2,1,2,3,3,1,2,4,2,2,2,7,1,2,7,4,3,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,7,7,2,5,4,3,4,3,2,4,4,4,4,3,4,4,5,4,4,3,4,4,4,3,4,5,4,3,4,4,3,3,2,2,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,2,5,5,2,5,4,2,3,5,5,3,4,2,5,4
2019-09-26T13:42:04Z,2019-09-26T13:55:25Z,0,100,800,1,2019-09-26T13:55:25Z,R_2bOyO9pMAkhqwjz,anonymous,EN,422,2,5,2,3,6,3,6,1,5,4,6,1,4,7,4,7,6,5,6,3,8,1,5,7,6,7,7,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,6,7,6,7,2,4,4,2,5,3,2,3,5,1,5,4,4,4,5,3,5,2,3,5,5,3,4,4,1,2,4,1,5,3,1,4,4,2,5,2,2,4,5,3,4,2,3,3,4,2,5,3,1,2,4,5,5,5,3,4,4,1,5,4
2019-09-26T14:32:29Z,2019-09-26T14:45:42Z,0,100,792,1,2019-09-26T14:45:42Z,R_9Rh3kUkvCgio8AF,anonymous,EN,423,6,1,1,1,1,2,3,2,3,4,4,1,2,1,1,6,5,6,5,1,5,1,2,7,4,2,4,2,1,1,1,1,1,1,1,3,2,1,1,1,1,3,3,2,1,2,1,1,1,1,1,1,1,3,2,1,1,2,1,1,2,2,1,1,3,1,2,2,3,1,7,5,7,4,4,5,4,4,2,4,2,5,4,4,5,3,5,4,3,2,2,4,4,2,4,3,5,2,2,4,2,4,3,4,2,5,4,4,4,3,4,4,3,5,4,4,4,3,4,2,5,4,3,4,3,4,4,2,5,4,2,3,5,5
2019-09-26T14:33:11Z,2019-09-26T14:49:20Z,0,100,969,1,2019-09-26T14:49:21Z,R_XSRCLrynbX1kADf,anonymous,EN,424,6,2,1,1,1,6,4,2,3,4,3,1,4,5,4,6,4,6,4,1,6,4,5,5,5,3,6,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,2,5,7,6,7,2,4,2,4,1,4,1,4,4,5,5,3,5,4,3,4,4,3,4,2,3,4,4,4,4,4,2,3,4,4,3,4,3,5,4,3,4,4,3,4,3,3,3,4,3,4,3,4,5,4,4,3,4,2,3,2,3,5,5,4
2019-09-26T15:34:46Z,2019-09-26T15:51:36Z,0,100,1010,1,2019-09-26T15:51:36Z,R_6nda0ju9ZQdPozf,anonymous,EN,425,5,5,5,3,1,7,6,1,5,7,6,1,7,1,7,7,7,7,7,3,6,4,6,7,7,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,3,6,3,1,7,7,6,1,5,3,1,3,5,1,4,3,5,4,4,1,5,5,4,3,5,3,5,1,3,5,5,5,3,5,3,5,4,4,3,3,3,4,3,1,5,5,5,3,5,3,5,5,3,3,4,5,5,3,5,4,2,3,5,2,4,4,5,1
2019-09-27T10:04:04Z,2019-09-27T10:14:07Z,0,100,603,1,2019-09-27T10:14:08Z,R_3peYprcxmaQ4AGU,anonymous,EN,426,6,5,5,6,1,7,1,2,6,4,2,6,1,7,1,6,3,3,4,1,7,3,6,6,6,7,2,1,1,1,1,4,1,1,1,3,2,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,3,1,7,7,7,7,5,4,2,4,1,1,4,4,2,5,5,2,4,4,1,2,4,2,4,4,2,2,4,4,4,4,2,2,4,4,4,4,4,2,5,3,3,2,2,2,2,2,2,5,1,2,4,4,4,3,2,4,5,1,2,4,1,1,5,3
2019-09-27T10:34:07Z,2019-09-27T10:52:52Z,0,100,1125,1,2019-09-27T10:52:53Z,R_pKLFaEW1lxtb9Sh,anonymous,EN,427,6,2,3,1,1,6,4,1,7,5,2,3,2,3,2,5,3,4,3,2,8,3,4,6,6,6,2,1,1,1,3,3,1,1,1,4,2,1,1,1,1,3,3,4,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,6,3,1,6,6,6,7,4,4,5,4,2,3,3,4,4,1,5,5,4,4,4,4,1,5,4,3,5,4,4,4,4,3,4,4,3,4,4,4,4,2,4,4,4,4,4,4,1,3,3,4,4,3,4,4,3,3,5,2,2,4,3,4,3,2,4,4
2019-09-27T10:59:54Z,2019-09-27T11:13:23Z,0,100,808,1,2019-09-27T11:13:24Z,R_3rNzAMWifYmaci0,anonymous,EN,428,6,5,2,7,2,5,4,1,2,3,5,4,2,1,1,3,2,5,3,4,4,3,5,4,5,3,1,3,5,1,3,2,3,2,2,3,4,4,2,4,3,3,4,3,4,3,4,3,1,1,1,4,1,2,1,4,1,6,4,4,3,5,5,6,4,4,2,3,5,2,5,5,5,3,5,4,5,4,4,2,3,4,5,5,2,1,5,5,2,2,1,3,4,2,3,4,2,4,5,5,3,4,4,5,5,4,2,5,4,2,5,5,4,2,1,2,4,3,1,5,2,2,5,4,3,4,1,1,4,4,4,5,1,1
2019-09-27T11:30:14Z,2019-09-27T11:47:36Z,0,100,1042,1,2019-09-27T11:47:37Z,R_27TYF6hIiDtmIZG,anonymous,EN,429,5,4,6,2,4,5,6,4,7,2,1,2,2,5,2,5,4,3,3,2,7,3,5,5,6,5,5,2,1,1,2,5,2,2,1,4,6,2,3,4,4,4,7,3,2,5,2,1,1,4,5,2,3,3,1,2,1,2,5,2,2,2,2,3,1,2,2,4,2,2,5,7,6,4,3,4,2,4,4,4,3,4,5,2,4,4,5,2,1,5,2,4,4,2,3,4,5,4,5,4,3,4,4,2,2,2,3,4,3,4,3,4,3,4,4,3,3,2,4,2,5,4,5,1,2,2,5,4,5,3,5,2,5,3
2019-09-27T12:07:04Z,2019-09-27T12:20:38Z,0,100,814,1,2019-09-27T12:20:39Z,R_21pJBouhHuOBrWK,anonymous,EN,430,4,5,4,3,2,7,5,2,7,5,4,2,4,5,3,5,5,2,5,3,8,1,5,4,5,4,6,1,1,1,4,3,1,3,1,4,4,1,1,4,1,4,4,3,1,4,1,1,1,1,1,2,2,2,3,3,1,3,2,1,1,3,2,3,2,3,1,7,5,2,7,7,7,1,5,5,2,3,2,4,4,2,3,2,5,5,5,4,2,2,3,4,2,3,4,2,5,4,5,5,2,1,3,5,4,3,4,2,5,4,3,3,1,2,4,1,4,4,4,2,5,5,5,3,4,3,4,5,2,4,3,2,5,5
2019-09-30T10:06:37Z,2019-09-30T10:22:39Z,0,100,962,1,2019-09-30T10:22:40Z,R_1MRumBNnzFDeE57,anonymous,EN,431,7,2,5,1,1,2,2,2,4,2,4,2,2,2,2,6,2,4,3,2,6,2,3,4,5,1,6,1,1,1,1,2,1,2,1,3,2,1,1,3,1,2,3,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,6,3,1,1,4,4,2,4,2,4,4,5,4,4,4,1,4,2,1,4,2,4,4,3,2,4,2,4,2,5,1,4,2,3,4,4,2,2,4,5,4,4,4,4,2,3,4,4,1,4,5,3,4,4,2,5,3,4,4,2,2,2,4,2
2019-09-30T10:40:10Z,2019-09-30T10:54:24Z,0,100,854,1,2019-09-30T10:54:25Z,R_3Rw51EtSSAo8Ua6,anonymous,EN,432,5,3,3,2,1,7,6,4,7,7,1,4,6,3,4,6,7,5,6,2,7,3,7,6,6,5,3,2,3,2,2,6,2,3,3,5,5,2,2,3,3,5,5,5,3,5,2,1,1,2,1,2,2,2,3,1,1,2,3,3,2,2,2,2,2,3,4,4,3,5,3,7,6,2,2,5,3,4,2,4,4,5,2,3,4,3,5,5,1,4,4,2,3,4,4,4,1,3,2,3,3,3,3,4,2,4,4,3,4,3,4,4,4,3,4,2,3,3,2,2,4,5,4,5,3,5,3,4,5,4,4,2,2,4
2019-09-30T10:56:13Z,2019-09-30T11:11:05Z,0,100,891,1,2019-09-30T11:11:05Z,R_1hHh3oHWlmklniR,anonymous,EN,433,7,2,2,1,1,5,1,2,6,1,1,1,1,1,1,2,1,2,2,1,8,5,3,5,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,6,1,2,4,2,4,2,4,2,2,2,5,2,4,4,4,2,2,3,4,2,4,4,4,2,5,5,4,2,4,2,4,2,3,2,4,2,4,2,3,3,4,2,4,4,3,4,4,2,5,4,2,2,4,2,4,4,4,3,4,1,4,4
2019-09-30T11:02:48Z,2019-09-30T11:20:11Z,0,100,1043,1,2019-09-30T11:20:12Z,R_3GfgRapbBnSM83x,anonymous,EN,434,6,6,6,6,1,6,2,1,6,4,4,2,3,1,2,5,5,2,3,1,7,1,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,6,2,1,3,3,4,4,2,3,4,4,5,5,2,4,5,5,3,4,2,5,3,4,5,4,1,5,3,4,3,3,5,3,4,5,1,4,3,4,4,5,3,5,1,4,4,5,5,4,2,5,2,5,4,4,3,4,5,2,2,3,2,4
2019-09-30T12:01:07Z,2019-09-30T12:17:27Z,0,100,980,1,2019-09-30T12:17:28Z,R_21AQKmiLyXV5tzf,anonymous,EN,435,4,5,5,5,1,7,6,2,5,7,4,2,5,6,4,3,6,5,5,2,6,4,6,5,5,6,5,1,3,1,3,1,1,2,1,2,1,2,2,3,1,3,4,2,3,4,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,3,2,3,1,1,1,6,6,3,6,7,5,5,4,4,4,4,4,4,3,2,4,2,5,4,4,3,4,4,4,4,2,3,4,3,4,4,4,2,2,2,3,4,2,4,3,2,5,4,2,4,4,4,4,3,3,4,4,2,5,4,2,4,4,3,5,4,3,4,4,2,4,4
2019-09-30T12:51:51Z,2019-09-30T13:14:06Z,0,100,1334,1,2019-09-30T13:14:06Z,R_2WIRFIiw4L9rqWZ,anonymous,EN,436,4,3,3,1,6,7,3,7,6,6,2,6,4,2,2,7,6,7,3,1,6,5,5,5,4,2,1,2,5,3,3,5,3,2,2,6,5,6,5,5,2,2,6,4,2,5,4,1,1,1,1,1,5,2,1,3,1,2,5,2,4,6,1,3,5,4,2,7,7,5,6,7,7,5,5,4,3,4,2,1,4,5,2,5,5,3,5,5,1,1,4,2,4,3,2,4,3,4,4,4,4,4,2,4,5,5,3,5,4,3,5,5,2,4,2,3,4,4,3,3,4,2,5,4,2,2,4,3,5,3,2,3,4,3
